onet_code,Title,Job Family,pc1,pc2,xi,chi,xi_unw,chi_unw,x_w,y_w,x_unw,y_unw,shift_xy,shift_chi,chi_wm,r,rt,rle_mean,sector,zone,sector_zone,n_core,n_supp,tightness,z,n_tasks,z_p,z_subset,z_units,tight_med,tight_std
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair",0.033388447,0.03994539,2.3593105556439795,0.09883394035694791,0.874292963877549,0.11353157719662552,0.06243621378489439,0.07661505710164089,0.07283497751828066,0.08708894918797039,0.014759292077158216,-0.014697636839677633,0.38695831250360246,0.09883394035694788,1385.22,3.0216978302169784,13,Z1,13-Z1,17,5,0.35837213457393974,0.5826548670831652,22,0.8,all,chi,0.3104733654650284,0.20297249138342813
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers","Installation, Maintenance, and Repair",0.20833427,0.04377459,3.030235767135194,0.4576857031954074,0.20788621781286676,0.4640331082976406,0.4470414097252993,0.09813348511232788,0.45404218232866694,0.09577276367836224,0.007388086540698305,-0.006347405102233361,0.5372512140907765,0.45768570319540725,2060.12,3.4639536046395363,17,Z2,17-Z2,24,1,0.33357450115818904,0.47629955994976925,25,0.8,all,chi,0.31869657779731153,0.15189927756288674
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers","Installation, Maintenance, and Repair",0.16442092,0.075030446,2.8518032479606696,0.3959640150013385,0.4276169057622886,0.3935801681516306,0.3655461090388133,0.1521957402247648,0.35814087560278574,0.1632190613400769,0.013279724795843724,0.002383846849707716,0.4702149574525471,0.3959640150013383,1072.49,3.395539553955395,16,Z2,16-Z2,12,6,0.24593294213213757,0.410246072787798,18,0.8,all,chi,0.1753648897024006,0.15926584939475652
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Installation, Maintenance, and Repair",0.15660645,0.071904145,2.8166283076339504,0.37607583031035435,0.43099949409854416,0.3751360230671926,0.3418874347420716,0.15667166977187694,0.34082932200248783,0.15672399007807877,0.001059405486162193,0.0009398072431615612,0.44236073744096566,0.3760758303103542,2078.45,3.3517648235176485,16,Z2,16-Z2,24,15,0.28513513541728014,0.39979982239191075,39,0.8,all,chi,0.2799113203153162,0.12566316492021523
49-2091.00,Avionics Technicians,"Installation, Maintenance, and Repair",0.19527502,0.111806065,2.736597070016584,0.4850110890777007,0.5204928828310508,0.4905010868004372,0.42335494084485226,0.23665660901523297,0.42554607355309076,0.2439300215962715,0.007596288114541351,-0.005489997722736617,0.5564865168318623,0.4850110890777006,1054.08,3.3662,15,Z2,15-Z2,12,1,0.2775366661364678,0.35981545952167016,13,0.8,all,chi,0.2576545847187951,0.14809297075342415
49-2092.00,"Electric Motor, Power Tool, and Related Repairers","Installation, Maintenance, and Repair",0.27123025,0.053806618,3.0553287627058725,0.6038647719630923,0.19589742180141367,0.6031800940224438,0.592883743653793,0.11463650958181171,0.5916433001112492,0.11740711757978899,0.0030356167183447805,0.0006846779406484149,0.6431714124698423,0.6038647719630922,1106.25,3.1316868313168684,17,Z2,17-Z2,13,18,0.23893862805778454,0.29759392664013745,31,0.8,all,chi,0.20994443839771498,0.10593898672445774
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment","Installation, Maintenance, and Repair",0.20920292,0.07705622,2.8694177250689634,0.48709430421609945,0.35315396128553084,0.48592750252347466,0.45290369175473966,0.179273832989351,0.45593924282926473,0.16806232343085764,0.011615184755579164,0.001166801692624675,0.5557427491716607,0.48709430421609934,856.22,3.4833,16,Z2,16-Z2,10,5,0.26620412800758486,0.3711236295268552,15,0.8,all,chi,0.272394780249586,0.1309609430060553
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment","Installation, Maintenance, and Repair",0.15519357,0.13930185,2.529696550074187,0.46316854325714313,0.7317702483691862,0.4545404198141252,0.3492401851678551,0.30423082113235383,0.3381747589565372,0.3037183327517276,0.011077287645375923,0.008628123443017832,0.5363790759209097,0.463168543257143,1658.69,3.694,14,Z2,14-Z2,19,1,0.2872778434790766,0.39685914830728103,20,0.8,all,chi,0.27859504009216335,0.16819297620107743
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","Installation, Maintenance, and Repair",0.13499759,0.117334805,2.5109010897214357,0.39786410289797897,0.7171642864035405,0.38977392178746945,0.29503444541114304,0.2669279310895598,0.29376189775360756,0.2561789560713045,0.010824039979775405,0.008090181110509465,0.5141403261355584,0.3978641028979789,770.04,3.66,14,Z2,14-Z2,9,6,0.32361475733983475,0.4227546696040023,15,0.8,all,chi,0.3034024489384107,0.15476084430043457
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles","Installation, Maintenance, and Repair",0.16001932,0.06562304,2.845022641174136,0.3797578393129617,0.38892995759993154,0.3765339887391983,0.3495870957982564,0.1483404158379968,0.34841267882320076,0.1427811258923666,0.005681985562361427,0.0032238505737632317,0.4646058000659337,0.37975783931296153,1061.71,2.6017999999999994,16,Z2,16-Z2,12,0,0.2718223921427977,0.37304534966972486,12,0.8,all,chi,0.2548510431991534,0.1491836150433601
49-2097.00,Audiovisual Equipment Installers and Repairers,"Installation, Maintenance, and Repair",0.14942133,0.03347712,3.0532733055864942,0.322912590335695,0.2218802338950492,0.3334402982773697,0.3169138885220641,0.061952629154322536,0.32526614334259135,0.0733782563866034,0.014152919071274979,-0.010527707941674846,0.39647902644598815,0.32291259033569486,865.3399999999999,3.093890610938906,17,Z1,17-Z1,10,1,0.26036115218477385,0.3411803943808358,11,0.8,all,chi,0.2303283681399645,0.120136478248319
49-2098.00,Security and Fire Alarm Systems Installers,"Installation, Maintenance, and Repair",0.09502192,0.0716539,2.6323714956949513,0.2735714884862411,0.6459654386736817,0.2591518068810662,0.2236108329727544,0.157605693709994,0.2069376350447974,0.15600151990217168,0.016750191125791146,0.014419681605174817,0.4485691206026164,0.273571488486241,1323.49,2.702,15,Z1,15-Z1,14,2,0.34271485019669623,0.4552199968210942,16,0.8,all,chi,0.3728328435224626,0.17944747429592892
49-3011.00,Aircraft Mechanics and Service Technicians,"Installation, Maintenance, and Repair",0.21783172,0.075022675,2.906041830857519,0.4968384678111823,0.3316143633897789,0.5023217905887362,0.4683496883215851,0.1658222920660464,0.4749542886559798,0.16354083584098014,0.00698754521158755,-0.005483322777554034,0.5625921770744797,0.4968384678111821,2706.41,3.3010999999999995,16,Z2,16-Z2,32,6,0.2914600411278001,0.37694187143490465,38,0.8,all,chi,0.32498622600768784,0.11350780979855449
49-3021.00,Automotive Body and Related Repairers,"Installation, Maintenance, and Repair",0.2553823,0.00045807392,3.2497329475131895,0.5582867536836907,0.001630079020123027,0.5569063335730503,0.5582835135028362,-0.0019020750779731735,0.5569055936792625,0.000907800928502583,0.003129547285465673,0.0013804201106402125,0.5923979601099375,0.5582867536836905,1886.17,2.1130113011301126,18,Z2,18-Z2,22,3,0.21066116429288775,0.30290467734180765,25,0.8,all,chi,0.1823952881209669,0.13999555472594716
49-3022.00,Automotive Glass Installers and Repairers,"Installation, Maintenance, and Repair",0.21864897,0.011418294,3.19937997924263,0.4786006822818696,0.052066063254779506,0.4767986461512323,0.4780733792177722,0.02246012386366383,0.4761525213833209,0.024813813732559517,0.0030380175804486506,0.0018020361306371746,0.485829321500482,0.47860068228186947,1509.56,1.9224922492249226,18,Z2,18-Z2,16,2,0.12668182869494726,0.19396643240462325,18,0.8,all,chi,0.0944529572584259,0.06433131224603368
49-3023.00,Automotive Service Technicians and Mechanics,"Installation, Maintenance, and Repair",0.18127495,0.059502855,2.919079476861273,0.4115971026246387,0.31761048974042866,0.4158260090077152,0.38975406238835236,0.1323024782110056,0.3950282081320746,0.12986140514890016,0.005811665081588965,-0.004228906383076658,0.48437356258075376,0.41159710262463856,2275.08,2.6592000000000002,16,Z2,16-Z2,25,3,0.27395935504124447,0.4352504975636251,28,0.8,all,chi,0.2697161150038231,0.14716871326059242
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,"Installation, Maintenance, and Repair",0.24206491,0.06009392,3.0031467768489217,0.5486867376799957,0.2433011730968243,0.543740243929803,0.532542929921372,0.13211799232760402,0.5277259986915334,0.1309913095356535,0.004946942549360362,0.0049464937501924044,0.5845552574318995,0.5486867376799954,2088.46,2.843884388438844,17,Z2,17-Z2,23,3,0.2492957391884532,0.34767268163544435,26,0.8,all,chi,0.23900554654266132,0.13950188076586112
49-3041.00,Farm Equipment Mechanics and Service Technicians,"Installation, Maintenance, and Repair",0.28645515,0.02804852,3.1386321401674198,0.6227874358571986,0.09757461791562841,0.6279791241205116,0.6191793938512022,0.06694078347048063,0.6249920614604733,0.061177638419221525,0.008185410534464399,-0.005191688263313177,0.6581510637688854,0.6227874358571984,1117.8600000000001,2.6334,17,Z2,17-Z2,12,2,0.23999078251578052,0.30902417917188235,14,0.8,all,chi,0.23486191122116448,0.11142763942713795
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines","Installation, Maintenance, and Repair",0.26974076,0.05695013,3.0221978428972975,0.608044395160058,0.2082488002356657,0.6015291004448059,0.5928361469947776,0.13514173782346783,0.5885327452998246,0.1243642488490535,0.011604892707032969,0.006515294715251918,0.6641762744186621,0.6080443951600578,1864.71,2.835016498350165,17,Z2,17-Z2,20,0,0.2808003617335425,0.3728122515861363,20,0.8,all,chi,0.26127059501078037,0.13873100785190187
49-3043.00,Rail Car Repairers,"Installation, Maintenance, and Repair",0.23073207,0.04030505,3.0706317557484146,0.5179328472963104,0.17318761129153182,0.5104829346219587,0.5099594968737603,0.09053035875729337,0.5028463514109135,0.08796802494644917,0.007560581520876117,0.0074499126743514665,0.5518174496558219,0.5179328472963102,937.62,2.405040504050405,17,Z2,17-Z2,11,9,0.2390592810296015,0.2963177711164209,20,0.8,all,chi,0.23786206193981183,0.08328972524068236
49-3051.00,Motorboat Mechanics and Service Technicians,"Installation, Maintenance, and Repair",0.26417077,0.0898022,2.917426491031986,0.6062137902628523,0.3274729827020573,0.6086996642586063,0.5737197560419312,0.19580807192769203,0.5763522589266186,0.19578905714754372,0.0026325715564352,-0.002485873995754284,0.6447976199197826,0.606213790262852,1253.5,2.8377000000000003,16,Z2,16-Z2,13,0,0.23491182559251808,0.30937951219237014,13,0.8,all,chi,0.23893232498651054,0.10335502039333153
49-3052.00,Motorcycle Mechanics,"Installation, Maintenance, and Repair",0.25078616,0.053955305,3.040292580958695,0.5593776052744234,0.21189700651269178,0.5594008886826749,0.5475468252944203,0.11443679212801272,0.5468891635994583,0.11765031660157733,0.0032801308582462224,-2.328340825163977e-05,0.603077577497331,0.5593776052744233,1169.23,3.1947,17,Z2,17-Z2,12,1,0.23557314800728943,0.3422976540120225,13,0.8,all,chi,0.18924321884208362,0.1132180292737009
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,"Installation, Maintenance, and Repair",0.24864714,0.012609927,3.1847913073921688,0.5451388946788063,0.05086398453419255,0.5428370015493558,0.5441071325869862,0.03352376410247344,0.5421349539309768,0.02759894884507342,0.0062444314781682966,0.002301893129450283,0.5862160325972748,0.545138894678806,1357.01,2.5478,18,Z2,18-Z2,14,0,0.2496235873126868,0.38146749542170866,14,0.8,all,chi,0.23290119004889367,0.14657230848732922
49-3091.00,Bicycle Repairers,"Installation, Maintenance, and Repair",0.20988943,-0.076241836,3.5963915997162785,0.48263626590205394,5.935492577035097,0.4866118734540912,0.45336447358477405,-0.16552467868894544,0.45749368538521284,-0.16580302536189234,0.0041385827239797425,-0.003975607552037408,0.5039994219628463,0.4826362659020538,1265.56,1.8607999999999998,20,Z2,20-Z2,13,1,0.17996095775864948,0.3151100590932098,14,0.8,all,chi,0.13602556978331054,0.12808553769243236
49-3092.00,Recreational Vehicle Service Technicians,"Installation, Maintenance, and Repair",0.19541031,0.06714116,2.906050336430608,0.45083884410849284,0.33106876783583283,0.4500103821410555,0.42498896857425367,0.15046607573560847,0.42557278277460003,0.1462776489974525,0.004228919195424048,0.0008284619674372995,0.47996525562878245,0.4508388441084928,1533.75,1.7741999999999998,16,Z2,16-Z2,16,1,0.20339742314570552,0.2988942052796755,17,0.8,all,chi,0.19585434319369446,0.11526845767412902
49-3093.00,Tire Repairers and Changers,"Installation, Maintenance, and Repair",0.23862004,-0.046830773,3.4433181099396304,0.5361731644603218,6.0892645499071945,0.5300753724445338,0.5258034200361051,-0.10494010561139319,0.5201397559025065,-0.10214957073767945,0.006313808383188726,0.006097792015787862,0.565385328578926,0.5361731644603217,1774.8600000000001,2.2625737426257375,19,Z2,19-Z2,20,4,0.1932150533307606,0.2611080628242863,24,0.8,all,chi,0.17488030596607906,0.09643463990303464
49-9011.00,Mechanical Door Repairers,"Installation, Maintenance, and Repair",0.24199541,-0.05696744,3.4809397992923214,0.5385182632108706,6.052017304029264,0.5420478208992477,0.5237651151423,-0.12518795457880777,0.5276290520635193,-0.12419107681381544,0.003990460350573359,-0.0035295576883772606,0.569483389601879,0.5385182632108705,1771.25,1.9479,19,Z2,19-Z2,19,6,0.20633227853724923,0.3358774074066508,25,0.8,all,chi,0.17606066242564308,0.12296095494893705
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door","Installation, Maintenance, and Repair",0.25906116,0.03583927,3.109643632867786,0.5682313560449294,0.13741035325996126,0.5701899290257691,0.5629317490396617,0.07742557662559846,0.5648153431899704,0.07810366994967377,0.0020019334352651824,-0.001958572980840012,0.5808130007891719,0.5682313560449291,220.55,2.7382999999999997,17,Z2,17-Z2,3,29,0.24368478635374075,0.364199951122152,32,0.8,all,chi,0.22285668088091531,0.1380528880469757
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Installation, Maintenance, and Repair",0.18669969,0.03589312,3.0698735249473863,0.413333315551452,0.1901615075281008,0.4143031954958558,0.4069153322703007,0.07255578617937286,0.40683485016206966,0.0783105515986426,0.005755328174880049,-0.0009698799444039508,0.5243100281550952,0.41333331555145186,2393.54,2.6621000000000006,17,Z2,17-Z2,27,1,0.3026741107926729,0.4157267579360237,28,0.8,all,chi,0.240192028337679,0.20231512135973853
49-9031.00,Home Appliance Repairers,"Installation, Maintenance, and Repair",0.18915926,0.03111574,3.082311291197573,0.41838784186564926,0.16297512620327023,0.4176587996047277,0.4127729599743704,0.06831449139818158,0.4121243707528485,0.06776707105099607,0.0008487267020584858,0.0007290422609214642,0.5043956616620235,0.41838784186564915,2166.03,2.21957804219578,17,Z2,17-Z2,24,5,0.2930033429402144,0.3870062750140283,29,0.8,all,chi,0.28913314434316517,0.12684544722844956
49-9041.00,Industrial Machinery Mechanics,"Installation, Maintenance, and Repair",0.25465795,0.069748215,2.973763960052982,0.5796834445644539,0.2676889933251401,0.5759591428533356,0.5582840647168995,0.15605062955748325,0.555446208414582,0.1523431777081394,0.004668900042601697,0.0037243017111181498,0.632861999092358,0.5796834445644538,1333.66,2.883111688831117,17,Z2,17-Z2,15,1,0.300929632205036,0.4243827211677818,16,0.8,all,chi,0.2369209995731012,0.16518663294427918
49-9043.00,"Maintenance Workers, Machinery","Installation, Maintenance, and Repair",0.31970257,-0.023938818,3.3194245520672734,0.6987153046722985,6.208500635850071,0.6997824414591952,0.696849376375842,-0.05102963480080048,0.6978317251405757,-0.052214449742576156,0.0015390891922915653,-0.0010671367868967385,0.7293905004339825,0.6987153046722985,1595.61,2.748125187481252,19,Z3,19-Z3,17,1,0.21193910258414966,0.3023635036941708,18,0.8,all,chi,0.19613100829217447,0.12383805381276317
49-9044.00,Millwrights,"Installation, Maintenance, and Repair",0.34669295,0.0025940763,3.241180581252015,0.7578712568261597,0.007474016530473649,0.7569699066301256,0.7578612245761858,0.0038995137064728974,0.7569487642096747,0.005657552922193261,0.001980728604444371,0.0009013501960339898,0.7789844373135775,0.7578712568261596,2127.25,2.6364,18,Z3,18-Z3,22,1,0.1809817656018676,0.21773398122384072,23,0.8,all,chi,0.1592953779469684,0.12162805913769324
49-9045.00,"Refractory Materials Repairers, Except Brickmasons","Installation, Maintenance, and Repair",0.27204898,-0.037081268,3.3833918426384564,0.5980263370735851,6.147761790253141,0.5987155775532477,0.592417548778613,-0.08171259225351166,0.5932338820540087,-0.0808325676200463,0.0012003513535728662,-0.0006892404796627893,0.6017384736110647,0.5980263370735849,269.06,2.3063000000000002,19,Z2,19-Z2,3,7,0.10540264351825183,0.15722825572977794,10,0.8,all,chi,0.09867881670509848,0.061383458613278444
49-9051.00,Electrical Power-Line Installers and Repairers,"Installation, Maintenance, and Repair",0.19804901,0.023203153,3.132820328728593,0.4324407237197415,0.1167400756593473,0.4343379461150591,0.4296580323036012,0.04897912625038606,0.4313816737756813,0.05058955392113753,0.002358901695068375,-0.0018972223953176992,0.4983505670616169,0.4324407237197414,2092.62,2.4316,17,Z2,17-Z2,22,1,0.22015683748625745,0.3409682317783405,23,0.8,all,chi,0.18655256051531494,0.15484455218106277
49-9052.00,Telecommunications Line Installers and Repairers,"Installation, Maintenance, and Repair",0.21936202,0.030533448,3.1007689504419425,0.48423729114812913,0.13851701316653386,0.48261806826115383,0.4791166122608862,0.07023550380063859,0.4779954789838507,0.06663724096274475,0.0037688771902841586,0.0016192228869751912,0.5452828096935549,0.484237291148129,978.76,2.2836000000000003,17,Z2,17-Z2,12,7,0.25742615740436997,0.3739873868632018,19,0.8,all,chi,0.20729112605922145,0.15953611529018663
49-9061.00,Camera and Photographic Equipment Repairers,"Installation, Maintenance, and Repair",0.2272433,0.106978394,2.811570080696188,0.5422367277348433,0.44030794630163006,0.5478282970248369,0.49179401329643374,0.22838414434977208,0.4955766826809109,0.23349431385821098,0.006357862854547846,-0.005591569289993825,0.5963257350375037,0.5422367277348431,911.0699999999999,2.89048904890489,16,Z2,16-Z2,10,5,0.2907013455625792,0.3915969148711837,15,0.8,all,chi,0.26801783070156976,0.11819107245487495
49-9062.00,Medical Equipment Repairers,"Installation, Maintenance, and Repair",0.15799989,0.09747156,2.701427583619812,0.4077523604535827,0.5535515761890156,0.4044678362765628,0.34870165237889483,0.2113507631490758,0.3440657363369968,0.21263348668806764,0.0048101036605266104,0.0032845241770197986,0.49985424230913783,0.4077523604535826,1431.76,3.565956595659566,15,Z2,15-Z2,16,4,0.34581383676397326,0.4652937362153642,20,0.8,all,chi,0.3392893267526902,0.19399886109975606
49-9063.00,Musical Instrument Repairers and Tuners,"Installation, Maintenance, and Repair",0.23318762,0.039433595,3.0629375815737494,0.5145328383463704,0.1674050595640111,0.5155345411282569,0.5059048569388076,0.09383132452702883,0.508327608592435,0.0859005555221772,0.008292576353791964,-0.0010017027818867152,0.5669743479274915,0.5145328383463702,1104.55,2.9547045295470458,17,Z2,17-Z2,12,12,0.242757114358086,0.309708797651241,24,0.8,all,chi,0.2413247815042962,0.1172268668935149
49-9064.00,Watch and Clock Repairers,"Installation, Maintenance, and Repair",0.21389203,0.01995213,3.150464518304204,0.468841765942505,0.09271508949828094,0.46825307539386446,0.4666892242918596,0.04487504230581623,0.4662419443889771,0.043351953914421704,0.0015874059214716814,0.0005886905486403582,0.5229093518913319,0.4688417659425048,1447.2,3.323232323232323,18,Z2,18-Z2,15,0,0.2703172318560334,0.30243777799902366,15,0.8,all,chi,0.2500706019852031,0.11150834227651948
49-9071.00,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",0.24454771,0.03464118,3.094807989429848,0.5484609963325748,0.14121197285559395,0.5386253713879652,0.5421773318445055,0.08278408864083471,0.5332639733679106,0.07580781892846994,0.011318847045169507,0.009835624944609545,0.6009176130963497,0.5484609963325747,1767.2,2.9211842368473695,17,Z2,17-Z2,21,6,0.29327894635649776,0.43846797437568646,27,0.8,all,chi,0.270198689681189,0.14324157298322274
49-9081.00,Wind Turbine Service Technicians,"Installation, Maintenance, and Repair",0.15446298,0.1544398,2.4772337531562827,0.47972945276257634,0.785403370539104,0.4761392070611397,0.3447059158581181,0.3336437912209619,0.33667950895012855,0.3366830152441777,0.008582545689707378,0.0035902457014364564,0.5483808736750008,0.47972945276257617,950.14,3.2317768223177685,14,Z2,14-Z2,10,2,0.30488443089092215,0.4173392038599654,12,0.8,all,chi,0.29580439200767555,0.11277773141756808
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers","Installation, Maintenance, and Repair",0.24675772,-0.020307086,3.3144923203972416,0.5480394196658105,6.201669072944496,0.5401202611322524,0.5467666380218773,-0.03732893052166715,0.5383267330117978,-0.04397982503850035,0.010745529044826377,0.007919158533557846,0.6081074415786184,0.5480394196658103,710.54,2.1001,18,Z2,18-Z2,9,9,0.280586502678217,0.4808139276439943,18,0.8,all,chi,0.20499898817545198,0.20012267344778203
49-9092.00,Commercial Divers,"Installation, Maintenance, and Repair",0.15440948,0.085543096,2.7375566802567235,0.3853131152633311,0.5055777475161459,0.38465782151697486,0.33651115109109286,0.1876870852916649,0.33653513160633597,0.18629477944615366,0.0013925123455668382,0.0006552937463561448,0.4849046267444979,0.385313115263331,1795.3,3.338033803380338,15,Z2,15-Z2,20,3,0.2995556571779371,0.43008671678086424,23,0.8,all,chi,0.26965981765543223,0.15428375986622112
49-9094.00,Locksmiths and Safe Repairers,"Installation, Maintenance, and Repair",0.20689249,-0.06912685,3.569926330682553,0.47849759611569886,5.961254830753214,0.475203339047268,0.45366199682573843,-0.15215367930019325,0.45079042630373795,-0.1503535998723241,0.003389130155284663,0.003294257068430728,0.5003009847463502,0.47849759611569875,1256.46,2.6927,20,Z2,20-Z2,13,1,0.1806092077531598,0.26410658939058174,14,0.8,all,chi,0.1613122294690268,0.10906861346044464
49-9095.00,Manufactured Building and Mobile Home Installers,"Installation, Maintenance, and Repair",0.2404872,0.043249954,3.1060221154057954,0.5329838310487908,0.17790576470317349,0.5326793631083403,0.5277464930278273,0.07453457758835974,0.5242717997823753,0.09426761816475505,0.020036626051799584,0.0003044679404503592,0.5781203777325238,0.5329838310487907,969.97,1.4201,17,Z2,17-Z2,12,2,0.22846772603964896,0.3006783361397213,14,0.8,all,chi,0.22764744082233462,0.1260749338296615
49-9096.00,Riggers,"Installation, Maintenance, and Repair",0.29499447,-0.06191254,3.44743180501285,0.651450461389555,6.076429373694226,0.6577871749992591,0.6383213112957462,-0.13012919422767077,0.6437776401516265,-0.1350345053469992,0.007337138526763646,-0.006336713609704336,0.6944936078055897,0.6514504613895548,1138.43,1.9481,19,Z2,19-Z2,13,1,0.20257262767716774,0.2287842604796018,14,0.8,all,chi,0.14662032489956833,0.17057296834834293
49-9097.00,Signal and Track Switch Repairers,"Installation, Maintenance, and Repair",0.205671,0.04707761,3.0388510929596735,0.4537943751158453,0.22520106439228754,0.45952802146327815,0.4440623853713705,0.09347691043818726,0.44792458445068845,0.1026136889242032,0.009919541462729416,-0.005733646347432897,0.49126592600332575,0.45379437511584525,1033.19,2.2067,17,Z2,17-Z2,12,0,0.21593953360703214,0.2957831128530124,12,0.8,all,chi,0.2778199693262535,0.10753193541001296
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers","Installation, Maintenance, and Repair",0.2781581,-0.00030407574,3.2412499239078403,0.6144442324305829,6.282047757671246,0.6069372346514239,0.6144363165341963,0.0031189246699536086,0.6069368419573448,-0.0006904210039680447,0.008411494123654124,0.007506997779158753,0.6837552894704924,0.6144442324305827,1199.47,3.312962592518504,18,Z2,18-Z2,14,2,0.2988349956859687,0.4057840941761785,16,0.8,all,chi,0.24125995068345582,0.13545717932021276
49-9099.01,Geothermal Technicians,"Installation, Maintenance, and Repair",0.10326823,0.15296634,2.275871621933256,0.392470575891115,0.9775204753268874,0.4015461651949043,0.22171632231488902,0.32384413744803786,0.22449645857865203,0.3329274138132469,0.009499214029163443,-0.009075589303789378,0.41281880846762237,0.39247057589111495,563.4300000000001,2.4954,13,Z2,13-Z2,7,17,0.23491077208596756,0.31938490156074706,24,0.8,all,chi,0.20728534616442634,0.120806694308068
51-1011.00,First-Line Supervisors of Production and Operating Workers,Production,0.025800955,0.010815943,2.7709737451562266,0.050955251383961724,0.40301124209574374,0.06111733151464845,0.04530592354622027,0.02331975418452723,0.05622086681051568,0.023969612982810088,0.010934271942863564,-0.01016208013068675,0.3645757084939329,0.0509552513839617,1773.16,3.2121,15,Z1,15-Z1,20,0,0.3658782388301013,0.48432622743435116,20,0.8,all,chi,0.357198774767136,0.1860955180962026
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Production,0.29341868,0.053106446,3.0536563508333554,0.6433855232418515,0.1790699933752358,0.6506509581464858,0.6314806764947967,0.12319531943570235,0.6402468970631184,0.11589037983365387,0.01141090555749384,-0.0072654349046344935,0.6806547744483417,0.6433855232418513,786.65,3.0625,17,Z2,17-Z2,10,17,0.21964360166311447,0.3093916333520247,27,0.8,all,chi,0.19177490654075677,0.14401594581333096
51-2021.00,"Coil Winders, Tapers, and Finishers",Production,0.28643468,-0.03120318,3.3465194924219634,0.6249106399888751,6.1745124801427895,0.6285187236466355,0.6217766038618578,-0.06250730246394934,0.6248110397397607,-0.06816854548628,0.006423198086233347,-0.0036080836577605524,0.6372422145364269,0.624910639988875,591.3,2.4013401340134015,19,Z2,19-Z2,7,4,0.24304696304050905,0.3273865156676676,11,0.8,all,chi,0.18899234068491474,0.16164916963824197
51-2022.00,Electrical and Electronic Equipment Assemblers,Production,0.22218412,0.037789743,3.0805345527122476,0.48514050701761136,0.1682028562391476,0.4916326457225025,0.47848828792889686,0.08006416092221254,0.48469434243380743,0.08230463384747316,0.006598093015921095,-0.006492138704891293,0.5550452747762781,0.4851405070176112,748.25,2.0604,17,Z2,17-Z2,9,7,0.3696862931267991,0.5030498619014978,16,0.8,all,chi,0.3847435706200282,0.1347237694514575
51-2023.00,Electromechanical Equipment Assemblers,Production,0.28045607,0.04939947,3.048942084926795,0.6212761938925907,0.17434166036137852,0.6213316017561228,0.6092128542583234,0.12183516448091185,0.6119128035649747,0.10777606494060675,0.014316005243876304,-5.540786353208649e-05,0.6704552463832684,0.6212761938925907,691.12,3.0687,17,Z2,17-Z2,8,6,0.27729267474295544,0.32992522670112967,14,0.8,all,chi,0.29198309217908225,0.08996809436822241
51-2031.00,Engine and Other Machine Assemblers,Production,0.2956571,0.057244267,3.061616602432252,0.6583795267878911,0.19114362015581238,0.6571582483701631,0.6471802755425481,0.12091853556059433,0.6451898261642899,0.12484811418293207,0.004404937783504127,0.0012212784177277891,0.6980649321133301,0.6583795267878909,773.31,2.5437,17,Z2,17-Z2,9,3,0.24205667146621124,0.27554689789923204,12,0.8,all,chi,0.23280023450042592,0.10006620290195811
51-2041.00,Structural Metal Fabricators and Fitters,Production,0.3305821,-0.012340476,3.277239132948999,0.7166863233878739,6.245735951201501,0.7221543357267937,0.7163439091286166,-0.022151523323696548,0.7216480006935161,-0.027037893853953394,0.007211796190118027,-0.005468012338919914,0.7401247663527543,0.7166863233878737,1263.85,1.9188999999999998,18,Z3,18-Z3,15,8,0.15942935623312965,0.19904521412425172,23,0.8,all,chi,0.12934392308159492,0.09392662078564921
51-2051.00,Fiberglass Laminators and Fabricators,Production,0.2622872,-0.009920728,3.2958874044504016,0.5665203848484559,6.2455500706427225,0.5723520780371407,0.5658247446932531,-0.028066078131033578,0.5719467829812732,-0.02153552114079361,0.008951398069729494,-0.005831693188685039,0.6019943176529935,0.5665203848484557,689.72,1.82018201820182,18,Z2,18-Z2,8,8,0.18127545378585033,0.21534769241991264,16,0.8,all,chi,0.13816667528542692,0.14311380660912554
51-2061.00,Timing Device Assemblers and Adjusters,Production,0.26064503,0.045580424,3.055201987090417,0.5749493678975117,0.17307333388514567,0.5770972023078927,0.5644803123691214,0.10921882893259374,0.5684754620218171,0.09938224182759484,0.010616951851716431,-0.002147834410381133,0.6212532668605621,0.5749493678975116,610.79,2.3418999999999994,17,Z2,17-Z2,8,9,0.20152779173182353,0.2919443654412897,17,0.8,all,chi,0.2010304134618894,0.07423555006672196
